"country","scenario","sex","age","disease","risk","variable","tmrel","increment","units","y_2014","y_2015","y_2016","y_2017","y_2018"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.02","1.02","1.02","1.02","1.02"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.14","1.14","1.14","1.14","1.14"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.02","1.02","1.02","1.02","1.02"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.14","1.14","1.14","1.14","1.14"
0,0,"Male","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Male","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Female","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Female","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","65-69","Cardiovascular diseases","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Male","65-69","Stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","65-69","Stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Male","65-69","Stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","65-69","Stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","65-69","Stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Female","65-69","Stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","65-69","Stomach cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","65-69","Stomach cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","65-69","Stomach cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","65-69","Stomach cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","65-69","Stomach cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","65-69","Stomach cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","65-69","Uterine cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","65-69","Uterine cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","65-69","Uterine cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","65-69","Uterine cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","65-69","Uterine cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","65-69","Uterine cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","65-69","Esophageal cancer","Diet low in fruits","Relative Risk",250,100,"g/day","1.153","1.153","1.153","1.153","1.153"
0,0,"Male","65-69","Esophageal cancer","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.033","1.033","1.033","1.033","1.033"
0,0,"Male","65-69","Esophageal cancer","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.288","1.288","1.288","1.288","1.288"
0,0,"Female","65-69","Esophageal cancer","Diet low in fruits","Relative Risk",250,100,"g/day","1.153","1.153","1.153","1.153","1.153"
0,0,"Female","65-69","Esophageal cancer","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.033","1.033","1.033","1.033","1.033"
0,0,"Female","65-69","Esophageal cancer","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.288","1.288","1.288","1.288","1.288"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk",250,100,"g/day","1.076","1.076","1.076","1.076","1.076"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.031","1.031","1.031","1.031","1.031"
0,0,"Male","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.123","1.123","1.123","1.123","1.123"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk",250,100,"g/day","1.076","1.076","1.076","1.076","1.076"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.031","1.031","1.031","1.031","1.031"
0,0,"Female","65-69","Tracheal, bronchus, and lung cancer","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.123","1.123","1.123","1.123","1.123"
0,0,"Male","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk",250,100,"g/day","1.078","1.078","1.078","1.078","1.078"
0,0,"Male","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.027","1.027","1.027","1.027","1.027"
0,0,"Male","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.13","1.13","1.13","1.13","1.13"
0,0,"Female","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk",250,100,"g/day","1.078","1.078","1.078","1.078","1.078"
0,0,"Female","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.027","1.027","1.027","1.027","1.027"
0,0,"Female","65-69","Ischemic heart disease","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.13","1.13","1.13","1.13","1.13"
0,0,"Male","65-69","Ischemic stroke","Diet low in fruits","Relative Risk",250,100,"g/day","1.181","1.181","1.181","1.181","1.181"
0,0,"Male","65-69","Ischemic stroke","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.096","1.096","1.096","1.096","1.096"
0,0,"Male","65-69","Ischemic stroke","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.283","1.283","1.283","1.283","1.283"
0,0,"Female","65-69","Ischemic stroke","Diet low in fruits","Relative Risk",250,100,"g/day","1.181","1.181","1.181","1.181","1.181"
0,0,"Female","65-69","Ischemic stroke","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.096","1.096","1.096","1.096","1.096"
0,0,"Female","65-69","Ischemic stroke","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.283","1.283","1.283","1.283","1.283"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.193","1.193","1.193","1.193","1.193"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.099","1.099","1.099","1.099","1.099"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.305","1.305","1.305","1.305","1.305"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.193","1.193","1.193","1.193","1.193"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.099","1.099","1.099","1.099","1.099"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.305","1.305","1.305","1.305","1.305"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.193","1.193","1.193","1.193","1.193"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.099","1.099","1.099","1.099","1.099"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.305","1.305","1.305","1.305","1.305"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk",250,100,"g/day","1.193","1.193","1.193","1.193","1.193"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.099","1.099","1.099","1.099","1.099"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.305","1.305","1.305","1.305","1.305"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk",250,100,"g/day","1.068","1.068","1.068","1.068","1.068"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.128","1.128","1.128","1.128","1.128"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk",250,100,"g/day","1.068","1.068","1.068","1.068","1.068"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 2.5",250,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in fruits","Relative Risk 97.5",250,100,"g/day","1.128","1.128","1.128","1.128","1.128"
0,0,"Male","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk",60,50,"g/day","1.111","1.111","1.111","1.111","1.111"
0,0,"Male","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk 2.5",60,50,"g/day","1.045","1.045","1.045","1.045","1.045"
0,0,"Male","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk 97.5",60,50,"g/day","1.183","1.183","1.183","1.183","1.183"
0,0,"Female","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk",60,50,"g/day","1.111","1.111","1.111","1.111","1.111"
0,0,"Female","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk 2.5",60,50,"g/day","1.045","1.045","1.045","1.045","1.045"
0,0,"Female","65-69","Ischemic heart disease","Diet low in legumes","Relative Risk 97.5",60,50,"g/day","1.183","1.183","1.183","1.183","1.183"
0,0,"Male","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk",435,226.8,"g/day","1.113","1.113","1.113","1.113","1.113"
0,0,"Male","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk 2.5",435,226.8,"g/day","1.039","1.039","1.039","1.039","1.039"
0,0,"Male","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk 97.5",435,226.8,"g/day","1.202","1.202","1.202","1.202","1.202"
0,0,"Female","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk",435,226.8,"g/day","1.113","1.113","1.113","1.113","1.113"
0,0,"Female","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk 2.5",435,226.8,"g/day","1.039","1.039","1.039","1.039","1.039"
0,0,"Female","65-69","Colon and rectum cancer","Diet low in milk","Relative Risk 97.5",435,226.8,"g/day","1.202","1.202","1.202","1.202","1.202"
0,0,"Male","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.059","1.059","1.059","1.059","1.059"
0,0,"Male","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.037","1.037","1.037","1.037","1.037"
0,0,"Male","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.082","1.082","1.082","1.082","1.082"
0,0,"Female","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.059","1.059","1.059","1.059","1.059"
0,0,"Female","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.037","1.037","1.037","1.037","1.037"
0,0,"Female","65-69","Ischemic heart disease","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.082","1.082","1.082","1.082","1.082"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.028","1.028","1.028","1.028","1.028"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.014","1.014","1.014","1.014","1.014"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.042","1.042","1.042","1.042","1.042"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk",21,4.05,"g/day","1.028","1.028","1.028","1.028","1.028"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 2.5",21,4.05,"g/day","1.014","1.014","1.014","1.014","1.014"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in nuts and seeds","Relative Risk 97.5",21,4.05,"g/day","1.042","1.042","1.042","1.042","1.042"
0,0,"Male","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk",360,100,"g/day","0","0","0","0","0"
0,0,"Male","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","0","0","0","0","0"
0,0,"Male","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","0","0","0","0","0"
0,0,"Female","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk",360,100,"g/day","0","0","0","0","0"
0,0,"Female","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","0","0","0","0","0"
0,0,"Female","65-69","Esophageal cancer","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","0","0","0","0","0"
0,0,"Male","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk",360,100,"g/day","1.077","1.077","1.077","1.077","1.077"
0,0,"Male","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.029","1.029","1.029","1.029","1.029"
0,0,"Male","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.133","1.133","1.133","1.133","1.133"
0,0,"Female","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk",360,100,"g/day","1.077","1.077","1.077","1.077","1.077"
0,0,"Female","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.029","1.029","1.029","1.029","1.029"
0,0,"Female","65-69","Ischemic heart disease","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.133","1.133","1.133","1.133","1.133"
0,0,"Male","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk",360,100,"g/day","1.054","1.054","1.054","1.054","1.054"
0,0,"Male","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.012","1.012","1.012","1.012","1.012"
0,0,"Male","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.096","1.096","1.096","1.096","1.096"
0,0,"Female","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk",360,100,"g/day","1.054","1.054","1.054","1.054","1.054"
0,0,"Female","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.012","1.012","1.012","1.012","1.012"
0,0,"Female","65-69","Ischemic stroke","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.096","1.096","1.096","1.096","1.096"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.101","1.101","1.101","1.101","1.101"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.101","1.101","1.101","1.101","1.101"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.101","1.101","1.101","1.101","1.101"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk",360,100,"g/day","1.057","1.057","1.057","1.057","1.057"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 2.5",360,100,"g/day","1.015","1.015","1.015","1.015","1.015"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in vegetables","Relative Risk 97.5",360,100,"g/day","1.101","1.101","1.101","1.101","1.101"
0,0,"Male","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk",125,50,"g/day","1.125","1.125","1.125","1.125","1.125"
0,0,"Male","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.076","1.076","1.076","1.076","1.076"
0,0,"Male","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.179","1.179","1.179","1.179","1.179"
0,0,"Female","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk",125,50,"g/day","1.125","1.125","1.125","1.125","1.125"
0,0,"Female","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.076","1.076","1.076","1.076","1.076"
0,0,"Female","65-69","Ischemic heart disease","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.179","1.179","1.179","1.179","1.179"
0,0,"Male","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Male","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.104","1.104","1.104","1.104","1.104"
0,0,"Male","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.195","1.195","1.195","1.195","1.195"
0,0,"Female","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Female","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.104","1.104","1.104","1.104","1.104"
0,0,"Female","65-69","Ischemic stroke","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.195","1.195","1.195","1.195","1.195"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.108","1.108","1.108","1.108","1.108"
0,0,"Male","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.198","1.198","1.198","1.198","1.198"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.108","1.108","1.108","1.108","1.108"
0,0,"Female","65-69","Intracerebral hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.198","1.198","1.198","1.198","1.198"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.108","1.108","1.108","1.108","1.108"
0,0,"Male","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.198","1.198","1.198","1.198","1.198"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk",125,50,"g/day","1.15","1.15","1.15","1.15","1.15"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.108","1.108","1.108","1.108","1.108"
0,0,"Female","65-69","Subarachnoid hemorrhage","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.198","1.198","1.198","1.198","1.198"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk",125,50,"g/day","1.125","1.125","1.125","1.125","1.125"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.069","1.069","1.069","1.069","1.069"
0,0,"Male","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.184","1.184","1.184","1.184","1.184"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk",125,50,"g/day","1.125","1.125","1.125","1.125","1.125"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 2.5",125,50,"g/day","1.069","1.069","1.069","1.069","1.069"
0,0,"Female","65-69","Diabetes mellitus type 2","Diet low in whole grains","Relative Risk 97.5",125,50,"g/day","1.184","1.184","1.184","1.184","1.184"
0,0,"Male","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.391","1.391","1.391","1.391","1.391"
0,0,"Male","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.077","1.077","1.077","1.077","1.077"
0,0,"Male","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.754","1.754","1.754","1.754","1.754"
0,0,"Female","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.351","1.351","1.351","1.351","1.351"
0,0,"Female","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.012","1.012","1.012","1.012","1.012"
0,0,"Female","65-69","Esophageal cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.745","1.745","1.745","1.745","1.745"
0,0,"Male","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.177","1.177","1.177","1.177","1.177"
0,0,"Male","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.145","1.145","1.145","1.145","1.145"
0,0,"Male","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Female","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.059","1.059","1.059","1.059","1.059"
0,0,"Female","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.031","1.031","1.031","1.031","1.031"
0,0,"Female","65-69","Colon and rectum cancer","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.083","1.083","1.083","1.083","1.083"
0,0,"Male","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
0,0,"Female","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.103","1.103","1.103","1.103","1.103"
0,0,"Female","65-69","Liver cancer due to hepatitis B","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.334","1.334","1.334","1.334","1.334"
0,0,"Male","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
0,0,"Female","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.103","1.103","1.103","1.103","1.103"
0,0,"Female","65-69","Liver cancer due to hepatitis C","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.334","1.334","1.334","1.334","1.334"
0,0,"Male","65-69","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.289","1.289","1.289","1.289","1.289"
0,0,"Male","65-69","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.109","1.109","1.109","1.109","1.109"
0,0,"Male","65-69","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.491","1.491","1.491","1.491","1.491"
0,0,"Female","65-69","Liver cancer due to alcohol use","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.176","1.176","1.176","1.176","1.176"
